msno,city,bd,gender,registered_via,registration_init_time,expiration_date,user_id_encoded
bMWDq0pYoqK3bgrFglRvcdQIvcXVFaLEsK3NqUnKEnw=,14,0.04,0,4,20151216,20171004,3064
19ovx09iXk9PK4/hZHp0UCOTX8L/UVDfxTo12Ta0zz4=,13,0.26,0,9,20150927,20170928,238
hC9OlQrs3TQcIjZ7UIAN59t9VS8+49zbdvdag+WTsCc=,3,0.14,0,7,20131223,20180419,3509
In8k6/IveJ6UxcZh4hNR3kHDgbuKUD7jxv2DBYA5ihI=,22,0.24,0,9,20161202,20171002,1578
L5BnxpJT/EwH+dFl9FHNTwCWEzz8XoJkBL5aX6c+ExI=,1,0.26,0,7,20100923,20170923,1768
TCV2CR6sGGfdNhiOEP/MhB7HlW7E4w9ero4xvOpllDU=,4,0.14,0,9,20100731,20171019,2371
bdnH+BVn+oXPsQlIot2Z6hK5dt69gE3AldLybup81y4=,15,0.36,0,3,20140622,20171004,3082
DLyB0BkG61PQCO6JYhSH03Mpfhk2F2c6FxpI68qBoaI=,5,0.14,0,9,20120527,20170128,1164
RbQCLAwRHMF8xSDewNBO9pMOYswdwe+Gkp9QTS/+ueg=,15,0.5,1,9,20070329,20170912,2247
cPTcXiag2df7gXm5DImNDsfyclYHAbDfMbHsXfXcHjk=,4,0.06,0,4,20151110,20170908,3149
aMCEo3Jo2PpflsrjHQIo0loFbXzEyElweP07p5rkvOo=,1,0.02,0,9,20160704,20170102,2988
Oj//HTTE7UHBbhY3jiRfGRlFzCq8UbEh9NPyF78Yocs=,1,0.26,0,7,20151011,20170911,2036
S0ykGTj7v3EAcYS7RDazfn1FDfZXTCVdPeqXo6iTNkw=,22,0.7,1,3,20120601,20170612,2288
dKkfE2OTAYR24+SYjXlpMQSiQieqTVNNSd0VbykEHy8=,5,0.34,0,9,20110412,20180907,3211
9fI+nANtae2IdfPusZ7tlReJ1qRQuQHtXVK58PfLobQ=,5,0.16,0,9,20070629,20180227,873
JiLzq4tvBCT9TbhedXUj2OA1FlD2fJy/jEa3Wl5SWqo=,1,0.26,0,4,20160419,20171002,1655
6TOTf7vXEDE6BfOpqBp1PpFvEW8qhAaSrZ+12B6zypQ=,15,0.24,0,3,20150901,20170429,640
rgyhyKYxPkIsf+NOmvHulPsGiKx1wkpvXw+wZqL6BTo=,22,0.5,1,9,20070905,20170907,4349
9oWFBw8NOIvLViMdZQ0PYpXFIEXHJt9WGDa0gc9QdgY=,5,0.14,0,9,20140627,20170917,881
JuzeM/P5sRyg9uEfyNguFdoHU7ySUvBTGegBs0yYbPs=,22,0.26,0,7,20110815,20170710,1672
FnNP1yrSvV9bSxxmccXu3PSarO2wFqhOWByD89kwmvQ=,1,0.26,0,9,20141123,20170929,1342
zHt6gXeF9VxqS6fkiiVRH+9GXIqmpD6QnJYwmJXy9BY=,10,0.26,0,9,20120811,20180613,4943
w/6PHmDncY49vdImvpMtGU9qkIdxEJsy0BXg+2jKC0s=,5,0.22,0,3,20141203,20170912,4689
H3u2dcjk28XThrCOrzaQLaNPsCzCLj+ZFV+/2jSmiZM=,13,0.26,0,3,20130613,20170911,1440
IUZ2yflr8LRiqVEJb0+E4PZ1tl9w8NHXe9TNgd2b6eQ=,22,0.22,0,3,20120610,20170919,1556
euZtur20z1HDiAm3ovPEHGtjkZQNLiYJPYzziLdSXbA=,1,0.26,0,7,20151027,20170930,3329
9hin382e+lzX0dAtCEHCjk+s7iBAUYEgkueQ0CNgAdY=,1,0.26,0,7,20150920,20170920,875
1F1j+64AntG/hFgsqJAHW848MOOyY9jvcqFrgUbTJOY=,13,0.18,0,3,20120603,20171008,243
nh5qi3rWWHSStoaPXmqpC627Mmo9aJCPCz7YOovCgc8=,22,0.26,0,9,20131010,20170913,4023
LBdFq8QucDng67uD1iUNfVE/CzYHttz1F9j78rp5ysI=,5,0.2,0,7,20120908,20170916,1775
yZ+4nZhIjfeT/p/Uwng33I3wVfGv+ZmtfntikbsDAtU=,1,0.26,0,7,20160216,20170915,4868
n4IM93OT+ZrySJ4+9Zatbu4fDa37fgllYIP5NHCnSdQ=,5,0.16,0,9,20110717,20171018,3965
8heGm2+RrFtMeDI3xbfv21C7ILRFJ/BmZzmMqqQjjWM=,13,0.26,0,3,20120528,20170708,803
6HzY2xBuRUDONJbINXAokHYGBdHwT3u3IIlfvKIEVY8=,14,0.2,0,7,20110428,20170921,623
BzCJKMGDcp9tl7mzCFqX0AT/Va0xRw0F74uiLTKSyk4=,5,0.74,1,9,20080410,20171004,1053
fm2K9Ep/hFpsUhwVPPfr8l5m37mdSFJNdPYPAinywqk=,15,0.22,0,9,20070311,20180817,3396
UPrJ+3lgvtr6Kysw33BGX+VCUJZkb8XnYCNHIwo2fDQ=,13,0.16,0,3,20130208,20170922,2478
Nl0z/ybDKM4WhzOH91exDAbxHIbmFUOE9Q9MOwgE4CU=,3,0.24,0,7,20111111,20170313,1961
k0roYlDdq0Kb4s/ZRIW9YHD8zsuhOvBbhKDpHZggHoE=,13,0.16,0,9,20111006,20170919,3715
6xdFzPlrasIDD95mQWXVC3Bg4ptnGYtBl4ztVEZMddU=,4,0.22,0,9,20041218,20170930,679
oVS7EWZwDT8McqFolhgs62RPmIUxQOjkCcAbZ0SZpMI=,4,0.36,0,7,20130514,20170908,4074
ZZTFw6BYLbFHbZn3jreAAAta6P69xbsuubIivNTWcxk=,5,0.2,0,9,20091128,20170909,2927
MI21FrJxhPyOqxVStp5+MBiyzxhVWG3vE3dzWsMHg2w=,5,0.04,0,9,20110712,20170930,1849
s15Tocl4OLQBOXoIpBJt8vPfgYKrYlv0tzwIeXBEIQI=,14,0.24,0,9,20110224,20171026,4379
8h2evnlVW37+/g6PR4qUsA0dJtCWWeccFejv7bPK/yc=,4,0.28,0,9,20111119,20170924,798
nTH7Zo0bmyTdovR3/sOPx1jZOLNWVprQw2TFgqeEVBw=,13,0.22,0,9,20140624,20171119,4003
2BA09f74TM5wuFl9XlwLkzHu3AoeHd8L9/nfEKsLyWo=,4,0.3,0,9,20081128,20170930,310
C1xZeKoGkKtjMt70Ze/NJIsgE05nkkLIV0AqgXwR/Pc=,1,0.26,0,7,20151017,20170917,1060
b84idMd8pRwxQoMKbIPkqiQ8ANpZceYm3UnvMeax9vA=,1,0.26,0,7,20160804,20171004,3050
qcLRKxYi5FBPD48PJ+JrP6iZIfOT3cmt2J73yzdq1gM=,6,0.26,0,3,20131227,20170926,4253
XlNmaVNn6JTIkYFMGZvx4EMvUblBXrVpFaI+Ablgy7w=,6,0.14,0,9,20110611,20171004,2778
4dJ8bvUaP7GL6Q0EATwSKlDFao9D3TKtJHyxVKRuygQ=,13,0.18,0,9,20140208,20170918,506
LStQCHlzQ+g3ZjZalQivxjW4jcBjBnurkO5+SZmd4bk=,1,0.26,0,7,20130614,20171001,1798
okSXuuy3m4DLIX3mxXW0f2AqugcrFpTI2IeCLZcP3rA=,1,0.26,0,7,20160422,20170922,4094
3UI8M435FX6cqSkn1Xvjq57CO7EPzi4D7FioynBOaEs=,1,0.26,0,7,20150807,20171007,419
H5qeA2lQlT8KLwnScM4Zqo5gO56ENpqIVQwC4apgiio=,1,0.26,0,7,20151121,20170523,1444
gjlUSoPa2FmEYhdWqIGyWr5inKbQGV48lyr4EsY243s=,1,0.44,0,4,20151124,20171007,3470
MgoH6fc/e9IqxX9i9eUlQUx8W/FAT65/GUgjBZtWmFc=,8,0.26,0,9,20150717,20171222,1879
5trnBBrd9r8rTznbzGyimfUlrT8mHshSW+jnZf7FA0g=,13,0.22,0,3,20150210,20171020,587
x6jlICCeUFjSM9ofPYjl7ukt9dWGAVY5sOebxfHKCFw=,13,0.34,0,9,20080728,20170919,4765
yC7Y1/fjrPxli+boTsLkmPNaOpLzM6davSupV1c90uw=,4,0.18,0,3,20150115,20170917,4843
X4ShSYnQUI64kmfKb28yP+l5wrad4ynI806EwWzvR8A=,13,0.14,0,9,20100402,20170916,2711
wJWkzi18mWjqJq2oYuQmqfz/3dzNcQgBNym0JJjHdE4=,13,0.16,0,9,20111110,20171006,4714
xZ0mHP4NtoSF9iRtYrmOUNRKsKmCk06gnZgI6mNQZeU=,4,0.32,0,9,20101203,20171027,4807
XH7USso0s3b7SLEUWJx7SfX2eGO/ZuZS5u3zGqFELnw=,15,0.32,0,9,20070210,20170923,2726
ACd/pTQwlPRJnotmKoQb9+CunTzSkRt0HyVq8RGdq88=,4,0.1,0,3,20130819,20180917,917
ARrCBHZ3h3XJted+kMxanZcxUDmAGk0LmACZueaLvmM=,15,0.1,0,7,20140822,20171006,935
VyUzpSro8IOitm2EYCIwKS88adbZUWKJuI51AZcKsQ8=,13,0.26,0,9,20090604,20170930,2611
JkQacE3rvmhh65R04eDLbu+M7MCkpzmHwMGrbZo0puc=,15,0.18,0,7,20130212,20180319,1659
GH5CcteDnxOzg5zkIV64sI2KJEapUnc374sfysaMw5E=,15,0.04,0,9,20150121,20171230,1377
MekEoenDQ/CRo5c22FDIZXAL3v8kmaygmEKKV75uka0=,1,0.26,0,7,20150311,20170930,1873
UU4XX+jL/H8LsOBQagSA/TjoBBcdlERBc9BPXy3Mrv0=,15,0.26,0,4,20160116,20180521,2483
4Yf3QBBXrY1uamnbPZXjKyM9qouJd+RziQ+MXf0cL88=,13,0.26,0,9,20120606,20170908,499
jgnpBAtzPuLByCDm8gh7K1OiF6psOTXzyKdFkazOxq0=,13,0.26,0,3,20131229,20171024,3690
sX8WZDQ07VqbZhxpU9KRA+xKPCu/gekl6ON2q3t0qm4=,1,0.26,0,7,20151012,20170911,4424
6kjKB8hDbQjsdMdjWpY9hNeoMtxp/YwS9/8mZG7QLzY=,1,0.26,0,7,20150911,20170914,664
V+9JeBlo/YQNstuMEVjGInQaaC1jeYzm17hry3J/6RA=,22,0.26,0,3,20130224,20170306,2524
JIvlJ7FBirbTlTdr12NBLGSxZGb/6rK9Tw0UPUm4W4M=,14,0.26,0,3,20131029,20170921,1620
UFcltK3u/LmkJq5NM9GS/tFHLtFp9qRXO8jxore1YHE=,10,0.16,0,9,20140910,20170807,2467
NACTOP7JFIELvxo2Nv0vvgPOb7d18jFpiyKQAkggL/M=,1,0.96,1,7,20110114,20170930,1918
uIOaLDRrRajbWcryYGEn+0edxoyo9xVoYrYRKab7Y7M=,1,0.26,0,7,20150612,20170911,4573
mC4Ck1dP8BES2Je+6wKj7RXeRuNaxdIG/JMY7/7VwoQ=,1,0.26,0,7,20151106,20171006,3899
RnTFiABVa2UXOFchSQN9spLnHWaBFZ+PPXSktSXIWvM=,1,0.16,0,4,20161120,20170129,2260
SncpeR3DxSHGSTCyd0Oc6kOGw/x6Nl5oUIcali1h8tk=,6,0.3,0,3,20151227,20170908,2339
Jd2BHsBagvpjEPs9vbPOy4AMmS09NUomjimvjRnolzo=,13,0.3,0,9,20071012,20170913,1645
76L/1dgEBAG6PEeDCYBUSj+Nl9cFthdyrz01A0pgzXE=,4,0.24,0,7,20110827,20171005,690
rtcPMxZa+j8tbQuSjZJWTqjDDi3C2ey8yvPlPPJDC6I=,22,0.16,0,3,20130312,20180620,4372
mPd9M2+bDkOvX2QgcKam6Ed1d8zXS9TpLExWcC6XCnU=,22,0.2,0,9,20110220,20171222,3919
ilxTb0M7u7WoE6cmsV5efyjA01cjU1iIdpoBNMOyBmU=,13,0.18,0,9,20130513,20171013,3630
wefrrqyI1gp7WHdLMuWDuKhegiTtj3ttEm76WpRNje0=,13,0.3,0,3,20130129,20170930,4726
qstcmSc+iOclrG8EdIU8moCCXRr00E1kYgrDAhhovF8=,13,0.06,0,9,20140318,20170529,4273
luGtl6hPwbR4Ir4rm1S3JwPWlUWMNp9p4FGYm0O7kS4=,8,0.56,1,3,20140623,20171005,3862
ra2DTASv5XSZbGOn70mBuKI9OvkK3GF1QG6foODe+AU=,13,0.26,0,3,20140321,20170914,4339
Qww495VE3lxh5FrummROx0EvMQIv48isYIKJf0bANF8=,22,0.18,0,9,20081130,20170929,2192
Qj4nzC5uJON6CKo2weLom4Ill8tyhbMG+/GWeljWnzg=,13,0.06,0,3,20120915,20171003,2181
ck+yMyvTeJo51D61d9vdbPqMygLzzT//ngCjXTeMBpk=,1,0.26,0,7,20110523,20170912,3170
2+DR0O2z/72x9dl9tVKkBtHkF25onASVOYH5/QJXdQk=,10,0.1,0,3,20140308,20171013,292
8x1J9ubjs9XRpWOh/GNVohLwu2nltHsfTaPDyWsjKds=,1,0.26,0,7,20111228,20171006,824
uszq2ylKoWwlEZTGgMxfZkbElMaf4L0FYCoDMiS2Goc=,1,0.26,0,4,20160902,20170920,4608
Fr8NRTlan6Q5Ie/hHTkSes2Pz500hXN9Rat7rQHSgy4=,14,0.3,0,9,20111207,20171009,1348
sfT9BOFSIex7f5nw2a6jhvPcYICp43Lv0AalYl7Wmyg=,13,0.14,0,7,20120526,20170914,4441
ysh0nkRuN4vkNlj3PRFAp+ClqT0LkzuDRozo5s0jW08=,13,0.12,0,9,20110819,20170906,4898
LpceN2P8pJhyZ6zM4+lYFX1xOGmxwWWJvhprEMFdBfc=,1,0.26,0,7,20141213,20170930,1824
gTYU7/c7Beb03aKvhdecNm8rbkPfEtdBMUJv2SFWGHU=,1,0.26,0,3,20141024,20171008,3451
+uHZgQFW7IOMukxw7IzOOgUOC0c4GsH5FoDxFAblTus=,13,0.24,0,3,20120608,20170611,60
S8vNwHU4bZdBKM+Y3Gt5fE3XAAdVU11HuZz/fOeFKSo=,1,0.26,0,7,20110622,20170908,2300
IfU3va8gMu0CWM670lOFFSeg6Bs2u61zKvVaMC7JOw8=,22,0.18,0,3,20141210,20170926,1574
NWxSnKYndp3clUJ1kR5Nf0jrxIpGwqlxkhfAyeH1VVk=,3,0.14,0,7,20140326,20170713,1946
/j7Rf0JxR4scZ5wicF0s57PIrkbkbZggc1ifpCmY2Ts=,15,0.18,0,9,20110218,20171002,120
df4McAxLMjK9hgKuXG1/IQOd+1SGbaRk/qno8ElC9k8=,1,0.26,0,7,20160619,20170919,3230
asIlR6a8647KOu9sd/EeTQ9IM1lvEHDw7NicdoWo1HA=,13,0.6,1,3,20130804,20170912,3030
1MvG/dhkNvFrfMJlFS+l+/ho49ejPPHzUj8DmUgyFy4=,6,0.06,0,7,20131229,20170930,248
A3xSuOIBS+89zWvPUS8MHcyhdHiqjYIxK6w7ipXohEk=,21,0.1,0,9,20100727,20170922,910
cRjLmsw1XPBNWV+5+vrLxLWQN3JvvKsveHhejVBmAas=,5,0.64,1,9,20100227,20180615,3151
S9rL+LbQJaUjkt6BIqZMdQuGDq6xkdnQVWal3GEs3a4=,4,0.26,0,3,20130409,20180314,2302
eVcv/Q9voeqh/S9BzbyMGnxhqewpNw+joJtWCZ7WpXg=,15,0.22,0,9,20110511,20170906,3301
S95uvDPw0Cr3M7hzik7T3KHjqGYNNSNqLSLTdHZ44Yk=,9,0.12,0,9,20141106,20171005,2301
kuVGwjWqSXxFG4wet5ay54PLCWzjnok3XEV6Fp6iing=,1,0.26,0,7,20111223,20171001,3787
E9YC2ESyCjpChhfWJdQyu7gJC0qY77bceoDrMXAtiyo=,5,0.78,1,9,20110716,20180530,1216
pEizeF7XrxcCMeLmcnQ+jd2zzcr+yl6+/rUGgV4OWxo=,21,0.24,0,7,20140609,20170930,4143
3XpXniUTB/rsEaT1oeq9g6ZTCDHwTzcJM+VJWvQPro4=,5,0.1,0,4,20151018,20170923,425
BH+esxk9GQKeynnQUkYRT17q6qUbPkuZ2AixjI4iwXU=,4,0.24,0,9,20071106,20180719,1002
vyCv5Oa6RQuB7Vo3wwTNWZNGA3TduSLY7lzibtXM/KE=,1,0.26,0,7,20150429,20170930,4684
PoW9SzO/dL8xGza7kfgP0CVdSVKXjXfCEn3jW2wD0Po=,22,0.26,0,9,20150824,20170927,2122
F+kr1xMECdLSPW/X/7NFUlx4eLUowWjQaZ9m3pzeVBw=,15,0.18,0,9,20090919,20171019,1285
Z+slSqLUWZ9Xl/QXncHFb+rFWUscHKpFcYUDNTyQSj0=,6,0.26,0,9,20150418,20171009,2881
s+yVlcw9dHzsZBuaJaDhAAmqUupDihfXkUn1E0MM1PQ=,15,0.26,0,9,20130731,20171001,4376
zmHPReDU2yxtqElxWNm9Rd9tQ/+yJOGKhDjnvK9ebp8=,1,0.26,0,7,20160608,20171007,4982
3x38H7wzEImcskwF21PQywX27Szg/nwecnWjlldxc8s=,1,0.6,1,7,20100603,20170930,458
jOYKrZLVtjJ1LezC4RCg4pClnFpc73k0LpKCRe+Lpqg=,15,0.28,0,3,20121207,20170811,3672
CNviohuVgv0rl0YC+b49AFL2UiB01ZNijpkJRzRfuOI=,1,0.26,0,7,20120118,20171004,1092
EBePW0eTh0+iQ+kKK4KxWgagBxffssrdFNvf8ppnLzo=,13,0.32,0,4,20160208,20170804,1220
827F6DvpFC8W6H4HgaAjMWyIq8t53wpJVRvxRPLTHcs=,4,0.26,0,9,20081130,20170930,748
Xm7Pjd4MmNJc/R/tKHrfWdgD6M/f/s+sZjrreqPv/VA=,13,0.34,0,9,20110703,20180624,2780
fSF/5M6Q9h58myKPujWicpzz9+JKaDIG5Fiojn0VM58=,13,0.22,0,9,20090320,20170325,3370
unuBjdkup2r/oiI8h7cNIRWAlleTCsjaYMnFWb25qoA=,13,0.2,0,9,20050323,20171004,4606
ec9hdrdYzaQ2AeagQOEfvrxUdnLNC3CcIBgR85dQ+FM=,21,0.36,0,7,20110126,20170930,3309
+99Ib4Wkl+aaO85vq2NvSghscQEF4w8LRO5bPIDAsM0=,13,0.18,0,3,20120517,20171002,15
vCIiUvIumRVlhrtxIVYYMl9V4+DT6vxP9t6xcQ32Gkw=,22,0.18,0,9,20110704,20170916,4635
mryv/byXuAuoBv/Rok4PsrH2s/SYy48cpi7GVyMYaBs=,6,0.26,0,4,20160805,20170408,3946
DM4/huDNvb8ZnrFbeSHIsUtWQf4L88sgmi/IflaV5WQ=,4,0.26,0,9,20151012,20170917,1165
P2SS4gSGCxXHOqgXIaHdCGrBeuW23J2OlXZ0vboh8K4=,15,0.28,0,4,20151010,20170909,2067
Xz0mYk0Tv40/lPuJeWzK+XgmUS2RFL+i0LwXNlisn98=,1,0.26,0,7,20150718,20170918,2793
pjuHeDvlMLop4cFg3eAOxTfjzpKeW1jhMfYbi2YAUQI=,1,0.1,0,3,20150717,20170409,4196
SUSeezrK1JzTiaRIxI570Fts2VW9sYB+kpl1B+f6jZQ=,13,0.18,0,9,20081018,20181001,2319
dl95Mp7//hpzmmyl1YlF00IUqi6pY9VQhbCTQvQtdUA=,3,0.22,0,3,20140314,20170921,3233
xUct6hiM92b9w7EwnmiMwGCbLg5NuNHiUDz1QYxQNrU=,13,0.46,0,9,20110904,20171109,4800
GPQ+uMBwljzoLhnGiZShoUbXPPriSXn/+XePdh6eAVY=,4,0.12,0,9,20111127,20171026,1385
VaiVuQm3e7KvhV21PuCZCyakG1K8cQTi7e1BcpTMANE=,13,0.24,0,3,20150201,20170918,2584
+W9tPMShMkM4j4+TVNqGSlXLkp1gVt6A8HJ4GRN/L5g=,13,0.44,0,9,20080724,20171019,33
wiBTbkTOpLNxoLmdIGDCxJ1aRSagICI07lxGqklbh8k=,15,0.18,0,9,20130111,20171012,4729
4tuTIArXO3WO8/zS9y2CC34ywEfChjAKUchlKW00DMM=,4,0.5,1,9,20131015,20170914,517
WueUvsFg4Ng8l2MMp5GUTtEDu4b73mKj7gZIdpgWyTU=,10,0.26,0,7,20120530,20170919,2688
CLA1lUzSuotN/IST3UujAgYTCta7lCaktdZ0ZWr/TKk=,1,0.26,0,7,20100918,20171008,1089
x7aPjz7BeW8mZgFOUppXx3z9dguB9qmSmBw2VhSW8L4=,1,0.26,0,7,20130103,20170915,4767
sOELIu+sUVf7ssnGywLSCwGAUCaDBnDj/2dgqaw1Z1w=,14,0.52,1,9,20100112,20170930,4410
f8TJLlsG/vc/A+mdobHDauYO3QFAZCiY1fnmYooXsOk=,13,0.2,0,4,20160917,20171004,3347
vF5T9jTT6kuFlViqa8V4+qnBPASXquljdVAFrEdcUIw=,1,0.26,0,7,20130110,20170910,4640
hKdGiUKHVqKkXGHLrc+EzdSW6q0ERAJ2Cs7/L1N0Ae4=,22,0.48,0,9,20071105,20180816,3516
fLGU6TxqASlVYYrGOYXnL/3pEoI9+gToho1aOs202Q4=,22,0.22,0,7,20111230,20180403,3359
orPYjxglj0DF8OLsj0z/uNpADPaopSqlfq0ePyrmG9o=,1,0.26,0,7,20151214,20170930,4104
0KZatRIW8dstwYu943eWJeNQWAcruU3tjjMxFCYnr2o=,6,0.38,0,7,20101028,20171122,172
DWXrP87xAsjs/ypGmqBQ0EtQ0uRaWydPymI+8hXH7dw=,13,0.16,0,9,20100428,20170913,1176
hkNIbcEzwoMPOytz+IrPUA8zzNZ6IeLnS/W8m8S7uVU=,4,0.12,0,3,20120613,20170907,3547
z2IYoGWjJJPv4ySp+1lCIfU1APu2YRHsjY2sy2ehq0k=,6,0.52,1,9,20110525,20170912,4925
XMkoCF4lkuInFshS1maokU4hZEQI2L1ZFQ3Cf7xg184=,16,0.16,0,9,20110609,20170930,2741
crR6QHSbA22COjylVND+tTjvk25uQPW7QXOLZo/PBMg=,3,0.24,0,7,20120113,20171006,3178
N/zBbZbALEF3e9FP+s3bsO56SW5YlVBGNj5gHCafBWU=,4,0.26,0,9,20150610,20170910,1906
PV3FlCJrVOXixBxMWzxhE9gB+8TI6h73NyKd4SBZO8s=,15,0.24,0,3,20130329,20171018,2100
Phv5QAUtJi9AoqTO8o9p9dtt3NGlNvMD8SmZO602TD8=,1,0.26,0,7,20110127,20170930,2116
4xYDQR5qgjrOipOG3HeNW+2gz6cQ03RTV3XNEiOe6Is=,6,0.14,0,3,20120615,20171015,522
zn90b58dMYs6ZYFD81vffgSWFb/BfOY57eGZhjKad6o=,6,0.16,0,3,20140615,20171123,4987
MESvuSVwHhplG2y5aDben0pnQWjR884srysyKDF6CiM=,1,0.26,0,7,20150424,20170923,1846
RZDFiPWpvwi1RWF5NAPEkvmogqe+7rGys+zoLU9he2M=,1,0.26,0,7,20101207,20170920,2242
1fzIKBE+qkgTZ5qShI3CaV6FigMPXciRE5wdAYaW7yM=,1,0.26,0,7,20151219,20171001,269
aAHpjH/HMTngQuoWR95lesCj/9DFHW/LmeHNxVRVXKs=,1,0.26,0,7,20120117,20170930,2973
trWpq4JYnyvOh1XtnvvjFeAbwwS4JprqUXhtI08gEoM=,15,0.1,0,9,20110819,20170912,4536
yUKpiPXkMMHljtVInu7wwMsNiwjadRRdCy7WUBj0NzA=,22,0.62,1,9,20130912,20180227,4859
CXRRpdW6eESVhDlpqlaopBAVB/aLB8OTxSE9vOIgjDY=,1,0.26,0,7,20160625,20170924,1104
jPtTa/Eti5Codizw5V5gF0CD1XY7HEuSgc9eQ05Ngc4=,22,0.44,0,9,20130120,20171230,3674
XaSeg650JqMBWd81F05YVSq6hUHKFBi7VNs4eomM3zU=,13,0.36,0,9,20080819,20171001,2762
z/nYh+KjUOgBK5ucNQreCzzMeJpAif+X/JvL2G7RBic=,9,0.28,0,7,20110715,20170923,4915
mC8+ttncxBMJUmqRCbPAqPrCo2OjKiBiebY7PWqPjMM=,5,0.06,0,9,20140827,20180109,3900
wQXrTqIWj6y6ljE8j1YKX4dnzlQePdyML1jwbM+GeRU=,7,0.16,0,3,20130303,20171010,4718
0qGVUqIDcZThY+22IUv0/pOg2sm4Iyp6Wd1iCfRgEY8=,1,0.26,0,7,20141001,20171002,215
fbvfDu4DMmAPKFnugTbTVoX/Du2Rl88hZcnrMHlwb2E=,1,0.26,0,7,20151006,20171007,3382
vT4JmRIRPgZvNLTaecjWUB3fqUBwu0WFSC5RUrCgRrA=,1,0.26,0,3,20140213,20171006,4652
PT9VQJTZQ4eZR8NUHNF65EnnxwWIXTkp2CcZfzcXAaM=,1,0.98,1,3,20151003,20160503,2096
L0kZ+xKK/aVzzfXlmyOhMLL1DIihkzVZGkYX51Fqxm4=,1,0.26,0,7,20151101,20170930,1760
Hx/xrHSCYeD6hDAehBrJn2y7Xfzn50CsYnKLHn7au5A=,1,0.26,0,4,20160303,20170812,1508
WHW4u19brCw9SV66XI7k2yDp33DwBzCUndYz8AHBP24=,22,0.26,0,9,20150303,20171004,2643
O5LeDo2F0WCfCfw0obTFjAsC1saxOnI4wqdbCjXjiKM=,15,0.1,0,9,20100220,20170909,1991
ftGPc6Ndg0jdJOidDgjr7oSqxYlJuUili5+HAnr6ozI=,1,0.26,0,7,20140612,20170913,3407
2owiLN7VK7szUQvhMAFkgJv5uBtNHKvtOxr8hAZYbCI=,5,0.18,0,9,20110208,20171205,357
gjkKSTxsxPV3TzKzEQHgCS3eaGVcF8k1Xd8YAUM+FkU=,12,0.18,0,7,20120526,20170922,3469
BcXenyIuuoJq0blx5zCO8djYrGaOOWT/ZjczYUqvnQU=,5,0.1,0,9,20080929,20180405,1026
HzUaawm6oDG/5mWlUwVa+Iuo/qoWGpJrujDgDSyPSFU=,1,0.26,0,7,20101220,20170920,1513
498k/z9q8YCdWEV9pX68wTDqpqNaP9Ev3f+ueim1riA=,1,0.26,0,4,20161223,20170612,475
ACg8Ood2FjZm4QCTYvnt6Q1kYa51gMhs9wUymNhyy8M=,15,0.18,0,3,20150818,20170709,918
ePAfXQjLUPn71x2Nr2WR1QF+CbsRqiIfJBSGscw8/GA=,12,0.26,0,3,20140215,20171001,3291
viCfOqfG4+I0DAiHhcjsa7SCc4qLFQ+sxq/7ebGernc=,1,0.26,0,7,20140430,20170924,4664
gZPTGkrW1POqvBJnQ3JQ+jaCTlWSkmxrGIyICC6x3ak=,22,0.24,0,9,20081014,20180301,3456
voSIZc/bR0xqH1w3ishpdJW+8c4TxmbYdyz3AdllG5s=,5,0.16,0,9,20070629,20170930,4669
7Sm+AiCAPB3z1EkEgKprtsoIhm21dlcSRBctmJrg5HM=,8,0.14,0,9,20160321,20170710,708
vE6pa+7QcrxK0CJ6rK9wrSFN/0JiQ7YDqXecLf5tfoY=,22,0.18,0,9,20130406,20170930,4639
u8Bp77ItbG3K3v89nGR+EZ6wwBhtU17fPsECn6SALY8=,5,0.08,0,3,20130412,20170306,4558
IF11Hm3mkDhU0GeVwXbrP+PyQ20Xq59C2qfj6y+4b3o=,1,0.26,0,7,20110414,20171208,1532
bhkAmrOQOoMUjJ+Mqw6z7HGCUy9oMCDCnBkMsfZ9hCY=,1,0.26,0,7,20160821,20170920,3089
ihmmvErbPU5BxvN3QcK6wnBYEmNhG2yqYFxbBMPQVXI=,13,0.12,0,9,20150116,20170925,3623
tHLj/sPKoW7VrXwRaHGnjPNRcWnbleV7S6xqoHAocRE=,18,0.22,0,9,20050602,20171004,4486
S6Cq2H7Co+6Rho63IWTrTIbWhSm3Lqt6XQhy6GDO5fQ=,5,0.6,1,3,20130412,20170611,2296
ENHrd/WSTAAffK/Jy1syhO/b3M75vbwgcsS+6MIQDNM=,15,0.26,0,9,20150218,20180715,1239
B53OwAxtN0B/xJetRpntUqSwMBeHPjSUvhzQkAAmyvk=,4,0.24,0,7,20130307,20171014,985
riolLlVZU4qDZkOjd8Gj5rTHsZ6bxwAGTgMEbRepXnI=,15,0.18,0,9,20101125,20170930,4351
QLDiys4t1dw66mCD54fRe5RxpqopVLqiCq5T9LVAGS4=,21,0.38,0,7,20120610,20170828,2156
OOETiYOFhuTowtgRUIiKommGv0eo6XUHLc1ofgwcJew=,1,0.26,0,7,20110803,20171003,2008
FUkdXwJsj5OqGMEDWBjmEmtINMrCZUI/oP1vD5R/IBg=,13,0.36,0,9,20070309,20170708,1319
qr0OOeGMpBDaMIhEIKb56TpUy3ca68f/MmgkS62VqbM=,13,0.42,0,9,20070609,20170917,4271
qIpQtdbc1lrcYUQhC3/05S/wwAsVuIIy6QIuna4I6F8=,22,0.2,0,3,20150811,20180206,4240
